CNN,PRIMARY_ST,CROSS_ST,Type,DIRECT,DAY,DATE,DAY_OF_WEEK,DAY_OF_MONTH,Month,Year,ROADWAY_CLASS,DATA_SOURCE,VOLUME_ADT,VOLUME_AM,VOLUME_PM,85_PERCENTILE,AVG_SPEED,AUTO_APPROACH_VOL_E_AM,AUTO_APPROACH_VOL_W_AM,AUTO_APPROACH_VOL_N_AM,AUTO_APPROACH_VOL_S_AM,AUTO_DEPART_VOL_E_AM,AUTO_DEPART_VOL_W_AM,AUTO_DEPART_VOL_N_AM,AUTP_DEPART_VOL_S_AM,BIKE_APPROACH_VOL_E_AM,BIKE_APPROACH_VOL_W_AM,BIKE_APPROACH_VOL_N_AM,BIKE_APPROACH_VOL_S_AM,BIKE_DEPART_VOL_E_AM,BIKE_DEPART_VOL_W_AM,BIKE_DEPART_VOL_N_AM,BIKE_DEPART_VOL_S_AM,PED_VOL_EAST_AM,PED_VOL_WEST_AM,PED_VOL_NORTH_AM,PED_VOL_SOUTH_AM,AUTO_APPROACH_VOL_E_PM,AUTO_APPROACH_VOL_W_PM,AUTO_APPROACH_VOL_N_PM,AUTO_APPROACH_VOL_S_PM,AUTO_DEPART_VOL_E_PM,AUTO_DEPART_VOL_W_PM,AUTO_DEPART_VOL_N_PM,AUTP_DEPART_VOL_S_PM,BIKE_APPROACH_VOL_E_PM,BIKE_APPROACH_VOL_W_PM,BIKE_APPROACH_VOL_N_PM,BIKE_APPROACH_VOL_S_PM,BIKE_DEPART_VOL_E_PM,BIKE_DEPART_VOL_W_PM,BIKE_DEPART_VOL_N_PM,BIKE_DEPART_VOL_S_PM,PED_VOL_EAST_PM,PED_VOL_WEST_PM,PED_VOL_NORTH_PM,PED_VOL_SOUTH_PM,AUTO_APPROACH_VOL_E_MID,AUTO_APPROACH_VOL_W_MID,AUTO_APPROACH_VOL_N_MID,AUTO_APPROACH_VOL_S_MID,AUTO_DEPART_VOL_E_MID,AUTO_DEPART_VOL_W_MID,AUTO_DEPART_VOL_N_MID,AUTP_DEPART_VOL_S_MID,BIKE_APPROACH_VOL_E_MID,BIKE_APPROACH_VOL_W_MID,BIKE_APPROACH_VOL_N_MID,BIKE_APPROACH_VOL_S_MID,BIKE_DEPART_VOL_E_MID,BIKE_DEPART_VOL_W_MID,BIKE_DEPART_VOL_N_MID,BIKE_DEPART_VOL_S_MID,PED_VOL_EAST_MID,PED_VOL_WEST_MID,PED_VOL_NORTH_MID,PED_VOL_SOUTH_MID,AUTO_APPROACH_VOL_E_WKD_AM,AUTO_APPROACH_VOL_W_WKD_AM,AUTO_APPROACH_VOL_N_WKD_AM,AUTO_APPROACH_VOL_S_WKD_AM,AUTO_DEPART_VOL_E_WKD_AM,AUTO_DEPART_VOL_W_WKD_AM,AUTO_DEPART_VOL_N_WKD_AM,AUTP_DEPART_VOL_S_WKD_AM,BIKE_APPROACH_VOL_E_WKD_AM,BIKE_APPROACH_VOL_W_WKD_AM,BIKE_APPROACH_VOL_N_WKD_AM,BIKE_APPROACH_VOL_S_WKD_AM,BIKE_DEPART_VOL_E_WKD_AM,BIKE_DEPART_VOL_W_WKD_AM,BIKE_DEPART_VOL_N_WKD_AM,BIKE_DEPART_VOL_S_WKD_AM,PED_VOL_EAST_WKD_AM,PED_VOL_WEST_WKD_AM,PED_VOL_NORTH_WKD_AM,PED_VOL_SOUTH_WKD_AM,AUTO_APPROACH_VOL_E_WKD_PM,AUTO_APPROACH_VOL_W_WKD_PM,AUTO_APPROACH_VOL_N_WKD_PM,AUTO_APPROACH_VOL_S_WKD_PM,AUTO_DEPART_VOL_E_WKD_PM,AUTO_DEPART_VOL_W_WKD_PM,AUTO_DEPART_VOL_N_WKD_PM,AUTP_DEPART_VOL_S_WKD_PM,BIKE_APPROACH_VOL_E_WKD_PM,BIKE_APPROACH_VOL_W_WKD_PM,BIKE_APPROACH_VOL_N_WKD_PM,BIKE_APPROACH_VOL_S_WKD_PM,BIKE_DEPART_VOL_E_WKD_PM,BIKE_DEPART_VOL_W_WKD_PM,BIKE_DEPART_VOL_N_WKD_PM,BIKE_DEPART_VOL_S_WKD_PM,PED_VOL_EAST_WKD_PM,PED_VOL_WEST_WKD_PM,PED_VOL_NORTH_WKD_PM,PED_VOL_SOUTH_WKD_PM,AUTO_APPROACH_VOL_E_PM_BALLGAME,AUTO_APPROACH_VOL_W_PM_BALLGAME,AUTO_APPROACH_VOL_N_PM_BALLGAME,AUTO_APPROACH_VOL_S_PM_BALLGAME,AUTO_DEPART_VOL_E_PM_BALLGAME,AUTO_DEPART_VOL_W_PM_BALLGAME,AUTO_DEPART_VOL_N_PM_BALLGAME,AUTP_DEPART_VOL_S_PM_BALLGAME
21441000,MADRID ST,GENEVA AVE,INTERSECTION,,3,10/17/2017,TUESDAY,17,10,2017,,QUALITY COUNTS,,,,,,1016,918,64,47,926,1005,67,47,4,9,0,1,9,4,1,0,18,11,107,20,805,886,37,6,865,797,26,46,4,5,0,0,5,4,0,0,23,12,69,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21768000,MISSION ST,EXCELSIOR AVE,INTERSECTION,,3,10/17/2017,TUESDAY,17,10,2017,,QUALITY COUNTS,,,,,,260,0,426,683,137,0,723,509,1,0,1,7,2,0,6,1,136,58,125,40,128,0,570,534,177,0,484,571,0,0,2,2,1,0,2,1,161,220,174,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21735000,MISSION ST,FRANCE AVE`,INTERSECTION,,3,10/17/2017,TUESDAY,17,10,2017,,QUALITY COUNTS,,,,,,61,3,389,624,38,2,648,389,0,0,2,6,0,0,6,2,38,42,3,20,62,0,603,444,51,6,467,585,0,0,7,1,0,0,1,7,84,0,4,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21426000,NAPLES ST,GENEVA AVE,INTERSECTION,,3,10/17/2017,TUESDAY,17,10,2017,,QUALITY COUNTS,,,,,,1049,876,173,399,933,1024,258,282,3,9,0,2,8,3,1,2,76,22,98,24,879,843,215,208,808,813,133,391,2,4,1,0,5,2,0,0,68,27,56,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21379000,PRAGUE ST,GENEVA AVE,INTERSECTION,,3,10/17/2017,TUESDAY,17,10,2017,,QUALITY COUNTS,,,,,,1214,1096,0,551,1458,1241,0,162,2,6,0,1,6,3,0,0,81,7,42,11,1252,747,0,256,865,1148,0,242,5,6,0,1,6,6,0,0,68,9,51,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22105000,SAN JOSE AVE,GENEVA AVE,INTERSECTION,,3,10/17/2017,TUESDAY,17,10,2017,,QUALITY COUNTS,,,,,,800,1077,294,394,778,902,604,281,0,4,1,6,3,1,7,0,126,255,349,98,646,1135,365,237,862,809,394,318,0,1,0,0,1,0,0,0,63,233,283,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26070000,DIVISADERO ST,GOLDEN GATE AVE,INTERSECTION,,3,10/24/2017,TUESDAY,24,10,2017,,QUALITY COUNTS,,,,,,0,902,748,934,1122,54,816,592,0,33,9,16,41,0,7,10,95,92,42,28,0,522,974,594,724,37,544,785,0,3,12,6,7,0,3,11,147,108,22,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25971000,FILLMORE ST,GOLDEN GATE AVE,INTERSECTION,,3,10/24/2017,TUESDAY,24,10,2017,,QUALITY COUNTS,,,,,,0,1552,310,284,1690,0,261,195,0,54,11,9,46,2,7,19,64,98,65,33,0,973,285,240,1016,0,233,249,1,14,9,21,13,2,20,10,117,113,90,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24476000,FRANKLIN ST,GOLDEN GATE AVE,INTERSECTION,,3,10/24/2017,TUESDAY,24,10,2017,,QUALITY COUNTS,,,,,,0,1408,0,1487,1313,0,1582,0,0,61,1,1,61,0,1,1,37,93,42,88,0,906,0,2312,835,0,2383,0,0,7,1,4,5,0,6,1,73,74,77,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25942000,GOUGH ST,GOLDEN GATE AVE,INTERSECTION,,3,10/24/2017,TUESDAY,24,10,2017,,QUALITY COUNTS,,,,,,0,1625,1633,0,1487,0,0,1771,1,65,5,1,66,1,1,4,61,42,34,33,0,879,1673,0,877,1,0,1674,1,6,2,1,7,1,0,2,44,41,33,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25959000,LAGUNA ST,GOLDEN GATE AVE,INTERSECTION,,3,10/24/2017,TUESDAY,24,10,2017,,QUALITY COUNTS,,,,,,0,1590,343,359,1614,0,344,334,0,58,6,5,55,0,5,9,29,44,71,31,0,983,361,249,984,0,241,368,1,13,3,13,11,1,13,5,57,49,22,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26062000,PIERCE ST,GOLDEN GATE AVE,INTERSECTION,,3,10/24/2017,TUESDAY,24,10,2017,,QUALITY COUNTS,,,,,,0,1406,255,169,1451,0,207,172,1,47,6,9,47,0,10,6,24,120,90,34,0,840,194,44,908,0,43,127,0,7,3,1,7,0,1,3,19,19,25,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24463000,POLK ST,GOLDEN GATE AVE,INTERSECTION,,3,10/24/2017,TUESDAY,24,10,2017,,QUALITY COUNTS,,,,,,0,1308,613,160,906,0,242,933,0,66,119,82,74,3,74,116,281,269,179,244,0,856,600,82,585,0,145,808,1,0,61,0,2,1,0,60,210,180,144,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22104000,SAN JOSE AVE,SENECA AVE,INTERSECTION,,3,10/24/2017,TUESDAY,24,10,2017,,QUALITY COUNTS,,,,,,191,0,366,620,135,0,687,355,0,0,1,5,0,0,5,1,169,102,89,6,132,0,420,465,132,485,400,0,0,0,1,1,0,0,1,1,94,85,54,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26065000,SCOTT ST,GOLDEN GATE AVE,INTERSECTION,,3,10/24/2017,TUESDAY,24,10,2017,,QUALITY COUNTS,,,,,,0,1168,297,440,1407,0,316,182,0,45,4,21,48,0,19,3,41,36,57,30,0,749,304,261,847,0,206,261,1,5,14,9,7,3,6,13,33,23,20,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26045000,STEINER ST,GOLDEN GATE AVE,INTERSECTION,,3,10/24/2017,TUESDAY,24,10,2017,,QUALITY COUNTS,,,,,,0,1448,277,378,1523,0,361,219,1,46,48,14,65,1,13,30,38,34,65,22,0,911,375,266,956,0,264,332,2,9,22,36,15,1,35,18,34,38,33,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24468000,VAN NESS AVE,GOLDEN GATE AVE,INTERSECTION,,3,10/24/2017,TUESDAY,24,10,2017,,QUALITY COUNTS,,,,,,0,1291,981,963,1318,0,847,1070,0,55,4,5,55,0,4,5,310,379,207,183,0,875,909,948,870,0,885,977,0,13,5,0,11,0,1,6,194,340,180,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25966000,WEBSTER ST,GOLDEN GATE AVE,INTERSECTION,,3,10/24/2017,TUESDAY,24,10,2017,,QUALITY COUNTS,,,,,,0,1596,629,820,1586,0,837,622,0,58,34,15,57,1,15,35,22,31,43,21,0,953,688,508,977,0,519,653,0,11,24,43,13,0,43,22,32,39,28,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27375000,20TH AVE,IRVING ST,INTERSECTION,,5,11/2/2017,THURSDAY,2,11,2017,RESIDENTIAL,,,,,,,198,338,103,157,292,125,229,150,5,26,6,12,24,6,14,5,56,75,119,235,319,206,139,96,226,219,141,174,20,11,11,10,12,20,11,9,100,127,251,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27336000,20TH AVE,NORIEGA ST,INTERSECTION,,5,11/2/2017,THURSDAY,2,11,2017,RESIDENTIAL,,,,,,,217,240,102,182,219,174,220,128,0,1,9,2,1,1,2,8,12,35,32,60,285,220,104,83,222,246,100,124,2,0,5,6,0,4,6,3,82,61,24,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27367000,20TH AVE,KIRKHAM ST,INTERSECTION,,5,11/2/2017,THURSDAY,2,11,2017,RESIDENTIAL,,,,,,,255,345,123,272,433,174,276,112,2,16,5,5,10,0,9,5,26,32,42,9,343,243,125,98,322,277,100,110,4,3,10,6,1,9,8,5,30,32,32,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27376000,21ST AVE,IRVING ST,INTERSECTION,,5,11/2/2017,THURSDAY,2,11,2017,RESIDENTIAL,,,,,,,121,322,17,85,336,129,8,72,3,18,0,3,20,3,1,0,35,44,56,229,212,188,48,44,196,192,36,68,27,7,3,0,8,28,0,1,59,60,193,302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27339000,21ST AVE,NORIEGA ST,INTERSECTION,,5,11/2/2017,THURSDAY,2,11,2017,RESIDENTIAL,,,,,,,186,223,40,91,238,174,74,54,0,1,0,0,1,0,0,0,65,15,47,16,241,239,61,30,227,235,37,72,4,3,0,1,3,3,0,2,34,25,81,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21486000,MISSION ST,GENEVA AVE,INTERSECTION,,3,12/5/2017,TUESDAY,5,12,2017,,QUALITY COUNTS,,,,,,857,859,388,738,948,930,592,372,5,6,3,3,6,8,2,2,357,82,196,204,812,968,605,497,1013,876,411,582,4,3,2,2,2,4,3,2,427,161,153,573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24344000,SOUTH VAN NESS AVE,ERIE ST,Intersection,,4,3/7/2018,Wednesday,7,3,2018,Arterial,TRAFFIC COUNTS PLUS,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,547,2231,2,1385,546,846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24344000,SOUTH VAN NESS AVE,ERIE ST,Intersection,,4,3/7/2018,Wednesday,7,3,2018,Arterial,TRAFFIC COUNTS PLUS,,,,,,0,1,747,2481,3,2100,745,381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24241000,13TH ST,SOUTH VAN NESS AVE,Intersection,,4,3/7/2018,Wednesday,7,3,2018,Arterial,Traffic Counts Plus,,,,,,2079,857,737,1161,972,668,740,2454,,,,,,,,,,,,,1447,1285,545,1252,773,908,678,2170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24344000,SOUTH VAN NESS AVE,ERIE ST,Intersection,,4,3/7/2018,Wednesday,7,3,2018,Arterial,Traffic Counts Plus,,,,,,0,1,747,2481,3,2100,745,381,,,,,,,,,,,,,0,1,547,2231,2,1385,546,846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24344000,4TH ST,BRANNAN ST,Intersection,,5,3/15/2018,Thursday,15,3,2018,Arterial,Kittelson(QC),,,,,,,,,,,,,,,,,,,,,,,,,,625,582,0,448,617,647,0,391,11,24,0,82,11,19,0,87,125,1121,269,391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23824000,5TH ST,BLUXOME ST,Intersection,,5,3/15/2018,Thursday,15,3,2018,Arterial,Kittelson(QC),,,,,,,,,,,,,,,,,,,,,,,,,,31,98,156,393,81,45,179,373,6,11,34,45,0,10,42,44,141,101,17,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23824000,5TH ST,BRANNAN ST,Intersection,,5,3/15/2018,Thursday,15,3,2018,Arterial,Kittelson(QC),,,,,,,,,,,,,,,,,,,,,,,,,,755,680,333,414,627,881,326,348,11,16,45,42,7,19,42,46,155,201,150,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23811000,3RD ST,BRANNAN ST,Intersection,,3,4/17/2018,Tuesday,17,4,2018,Arterial,Aecom,,,,,,,,,,,,,,,,,,,,,,,,,,639,867,1689,0,553,748,1894,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23799000,3RD ST,KING ST,Intersection,,3,4/17/2018,Tuesday,17,4,2018,Arterial,Aecom,,,,,,,,,,,,,,,,,,,,,,,,,,1382,864,1394,0,932,807,1766,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23807000,3RD ST,TOWNSEND ST,Intersection,,3,4/17/2018,Tuesday,17,4,2018,Arterial,Aecom,,,,,,,,,,,,,,,,,,,,,,,,,,445,347,1766,0,465,360,1733,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24344000,4TH ST,BRANNAN ST,Intersection,,3,4/17/2018,Tuesday,17,4,2018,Arterial,Aecom,,,,,,,,,,,,,,,,,,,,,,,,,,674,956,0,277,632,1000,0,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23798000,4TH ST,KING ST,Intersection,,3,4/17/2018,Tuesday,17,4,2018,Arterial,Aecom,,,,,,,,,,,,,,,,,,,,,,,,,,1276,925,161,542,1390,1071,107,336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23821000,4TH ST,TOWNSEND ST,Intersection,,3,4/17/2018,Tuesday,17,4,2018,Arterial,Aecom,,,,,,,,,,,,,,,,,,,,,,,,,,465,493,141,332,520,373,0,538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23825000,LUSK ST,TOWNSEND ST,Intersection,,3,4/17/2018,Tuesday,17,4,2018,Arterial,Aecom,,,,,,,,,,,,,,,,,,,,,,,,,,533,399,107,79,479,494,45,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26555000,FRANKLIN ST,BROADWAY ST,intersection,,3,6/5/2018,Tuesday,5,6,2018,residential,QUALITY COUNTS,,,,,,474,383,1774,0,770,356,1505,0,7,1,1,0,7,1,1,0,50,38,50,42,327,795,1963,0,515,602,1968,0,1,8,4,0,1,7,5,0,27,31,46,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24145000,19TH ST,MISSION,Intersection,Eastbound,3,8/7/2018,Tuesday,7,8,2018,Arterial,,,,,,,,,,,,,,,,,,,,,,,,,,,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23831000,3RD ST,BRYANT ST,Intersection,,4,8/8/2018,Wednesday,8,8,2018,Arterial,Kittelson(QC),,,,,,,,,,,,,,,,,,,,,,,,,,0,2044,881,0,0,1935,990,0,1,49,9,0,1,56,2,0,269,2,730,843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24513000,3RD ST,HARRISON ST,Intersection,,4,8/8/2018,Wednesday,8,8,2018,Arterial,Kittelson(QC),,,,,,,,,,,,,,,,,,,,,,,,,,0,1984,0,1516,0,1594,212,1694,1,62,0,34,1,61,0,35,799,677,173,324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20657000,3RD ST,PERRY ST,Intersection,,4,8/8/2018,Wednesday,8,8,2018,Arterial,Kittelson(QC),,,,,,,,,,,,,,,,,,,,,,,,,,0,1928,58,8,0,1986,8,0,2,80,1,1,2,80,2,0,44,1,715,718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23938000,4TH ST,FOLSOM ST,Intersection,,4,8/8/2018,Wednesday,8,8,2018,Arterial,Kittelson(QC),,,,,,,,,,,,,,,,,,,,,,,,,,1030,0,1305,0,967,0,1368,0,65,0,69,1,75,0,59,1,286,258,784,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23904000,4TH ST,PERRY ST,Intersection,,4,8/8/2018,Wednesday,8,8,2018,Arterial,Kittelson(QC),,,,,,,,,,,,,,,,,,,,,,,,,,443,0,0,0,396,0,47,0,57,4,0,0,56,4,1,0,2,1,1017,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23875000,7TH ST,BRYANT ST,Intersection,,3,8/28/2018,Tuesday,28,8,2018,Arterial,Traffic Counts Plus,,,,,,522,854,843,0,0,862,1357,0,,,,,,,,,,,,,150,1279,1207,0,0,1331,1305,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25712000,18TH ST,CHURCH,Intersection,,3,8/28/2018,Tuesday,28,8,2018,Arterial,,,,,,,343,390,297,201,318,338,382,193,,,,,,,,,,,,,349,365,197,213,346,348,210,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25882000,CHURCH ST,14TH ST,intersection,,3,10/23/2018,Tuesday,23,10,2018,residential,QUALITY COUNTS,,,,,,594,197,333,246,583,200,347,240,124,3,10,17,127,3,8,16,96,267,130,97,461,220,263,279,431,214,295,283,31,12,34,12,29,16,27,13,260,653,208,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24336000,FOLSOM ST,14TH ST,intersection,,3,10/23/2018,Tuesday,23,10,2018,residential,QUALITY COUNTS,,,,,,620,58,505,169,274,0,810,268,316,2,314,32,147,2,465,50,64,57,32,70,576,141,439,270,252,0,771,403,29,14,58,237,19,6,58,251,108,88,78,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25723000,CHURCH ST,17TH ST,intersection,,3,10/23/2018,Tuesday,23,10,2018,residential,QUALITY COUNTS,,,,,,312,333,415,312,421,251,470,230,95,40,2,6,99,38,3,3,85,106,124,88,205,290,239,336,289,273,244,264,19,137,0,8,19,119,18,5,70,107,66,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23778000,VERMONT ST,17TH ST,intersection,,3,10/23/2018,Tuesday,23,10,2018,residential,QUALITY COUNTS,,,,,,445,304,633,0,427,450,505,0,213,34,2,0,212,34,3,0,13,6,27,88,328,346,685,0,330,544,485,0,40,214,2,2,40,218,0,0,13,2,51,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27367000,20TH AVE,KIRKHAM ST,intersection,,3,10/23/2018,Tuesday,23,10,2018,residential,QUALITY COUNTS,,,,,,371,238,235,107,429,176,236,110,23,4,10,9,20,3,15,8,33,24,36,22,221,331,101,108,285,262,91,123,4,15,6,12,1,15,6,14,27,12,26,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24115000,VALENCIA ST,22ND ST,intersection,,3,10/23/2018,Tuesday,23,10,2018,residential,QUALITY COUNTS,,,,,,309,200,469,303,262,219,504,296,89,15,253,85,43,7,314,78,141,162,92,157,189,264,455,496,223,236,485,460,13,60,81,310,4,78,106,262,303,265,152,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27831000,36TH AVE,CABRILLO ST,intersection,,3,10/23/2018,Tuesday,23,10,2018,residential,QUALITY COUNTS,,,,,,222,163,125,140,182,126,122,220,13,2,6,11,10,4,5,13,20,18,24,16,143,158,111,120,120,140,104,168,7,2,20,6,7,12,9,5,24,30,20,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27460000,TRANSVERSE DR,MARTIN LUTHER KING JR DR,intersection,,3,10/23/2018,Tuesday,23,10,2018,residential,QUALITY COUNTS,,,,,,703,245,0,361,771,357,181,0,14,9,34,9,19,6,31,10,2,16,18,23,509,326,0,594,631,642,156,0,7,28,7,36,3,21,14,36,7,26,37,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23782000,4TH ST,16TH ST,intersection,,3,10/23/2018,Tuesday,23,10,2018,residential,QUALITY COUNTS,,,,,,641,359,77,175,416,434,303,99,62,9,83,39,25,15,101,52,396,148,61,41,524,430,76,181,397,504,244,66,14,26,24,56,6,48,29,35,295,143,103,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
